"model_forecast_date","commodity","futures_model_type","futures_exchange","marketing_year","MYA_price_model_forecast","MYA_price_WASDE_forecast","WASDE_forecast_date","target_price","national_loan_rate","direct_payment_rate","reference_price","CCP_effective_price_model_forecast","CCP_rate_model_forecast","CCP_effective_price_WASDE_forecast","CCP_rate_WASDE_forecast","historical_MYA_price_year1","historical_MYA_price_year2","historical_MYA_price_year3","historical_MYA_price_year4","historical_MYA_price_year5","historical_MYA_5year_range","historical_MYA_price_5year_Olympic_average","effective_reference_price","effective_price_model_forecast","PLC_payment_rate_model_forecast","effective_price_WASDE_forecast","PLC_payment_rate_WASDE_forecast","maximum_PLC_payment_rate","ARC_annual_benchmark_price_year1","ARC_annual_benchmark_price_year2","ARC_annual_benchmark_price_year3","ARC_annual_benchmark_price_year4","ARC_annual_benchmark_price_year5","ARC_annual_benchmark_price_5year_range","ARC_CO_benchmark_price","ARC_CO_price_model_forecast","ARC_CO_price_WASDE_forecast","ARC_IC_price_model_forecast","ARC_IC_price_WASDE_forecast","actual_MYA_price","price_unit"
2015-01-22,"Corn","Single contract","CBOT",2014,3.682592,3.65,"1/12/2015",NA,1.95,NA,3.7,NA,NA,NA,NA,4.06,3.55,5.18,6.22,6.89,"2008-2012",5.153333,NA,3.682592,0.017408,3.65,0.05,1.75,4.06,3.7,5.18,6.22,6.89,"2008-2012",5.153333,3.682592,3.65,3.682592,3.65,3.7,"U.S. dollars per bushel"
2015-01-22,"Corn","Single contract","CBOT",2015,3.943139,NA,NA,NA,1.95,NA,3.7,NA,NA,NA,NA,3.55,5.18,6.22,6.89,4.46,"2009-2013",5.286667,NA,3.943139,0,NA,NA,1.75,3.7,5.18,6.22,6.89,4.46,"2009-2013",5.286667,3.943139,NA,3.943139,NA,3.61,"U.S. dollars per bushel"
2015-01-22,"Corn","Single contract","CBOT",2016,4.00442,NA,NA,NA,1.95,NA,3.7,NA,NA,NA,NA,5.18,6.22,6.89,4.46,3.682592,"2010-2014",5.286667,NA,4.00442,0,NA,NA,1.75,5.18,6.22,6.89,4.46,3.7,"2010-2014",5.286667,4.00442,NA,4.00442,NA,3.36,"U.S. dollars per bushel"
2015-01-22,"Soybeans","Single contract","CBOT",2014,9.870423,10.2,"1/12/2015",NA,5,NA,8.4,NA,NA,NA,NA,9.97,9.59,11.3,12.5,14.4,"2008-2012",11.256667,NA,9.870423,0,10.2,0,3.4,9.97,9.59,8.4,8.4,8.4,"2008-2012",8.796667,9.870423,10.2,9.870423,10.2,10.1,"U.S. dollars per bushel"
2015-01-22,"Soybeans","Single contract","CBOT",2015,9.181964,NA,NA,NA,5,NA,8.4,NA,NA,NA,NA,9.59,11.3,12.5,14.4,13,"2009-2013",12.266667,NA,9.181964,0,NA,NA,3.4,9.59,8.4,8.4,8.4,8.4,"2009-2013",8.4,9.181964,NA,9.181964,NA,8.95,"U.S. dollars per bushel"
2015-01-22,"Soybeans","Single contract","CBOT",2016,9.171472,NA,NA,NA,5,NA,8.4,NA,NA,NA,NA,11.3,12.5,14.4,13,9.870423,"2010-2014",12.266667,NA,9.171472,0,NA,NA,3.4,8.4,8.4,8.4,8.4,9.870423,"2010-2014",8.4,9.171472,NA,9.171472,NA,9.47,"U.S. dollars per bushel"
2015-01-22,"Wheat","Single contract","CBOT",2014,5.969777,6.1,"1/12/2015",NA,2.94,NA,5.5,NA,NA,NA,NA,6.78,4.87,5.7,7.24,7.77,"2008-2012",6.573333,NA,5.969777,0,6.1,0,2.56,6.78,5.5,5.7,7.24,7.77,"2008-2012",6.573333,5.969777,6.1,5.969777,6.1,5.99,"U.S. dollars per bushel"
2015-01-22,"Wheat","Single contract","CBOT",2015,5.506094,NA,NA,NA,2.94,NA,5.5,NA,NA,NA,NA,4.87,5.7,7.24,7.77,6.87,"2009-2013",6.603333,NA,5.506094,0,NA,NA,2.56,5.5,5.7,7.24,7.77,6.87,"2009-2013",6.603333,5.506094,NA,5.506094,NA,4.89,"U.S. dollars per bushel"
2015-01-22,"Wheat","Single contract","CBOT",2016,5.590196,NA,NA,NA,2.94,NA,5.5,NA,NA,NA,NA,5.7,7.24,7.77,6.87,5.969777,"2010-2014",6.693259,NA,5.590196,0,NA,NA,2.56,5.7,7.24,7.77,6.87,5.969777,"2010-2014",6.693259,5.590196,NA,5.590196,NA,3.89,"U.S. dollars per bushel"
2015-01-22,"Wheat","Three contract aggregate","CBOT KCBT MGE weighted",2014,5.898055,6.1,"1/12/2015",NA,2.94,NA,5.5,NA,NA,NA,NA,6.78,4.87,5.7,7.24,7.77,"2008-2012",6.573333,NA,5.898055,0,6.1,0,2.56,6.78,5.5,5.7,7.24,7.77,"2008-2012",6.573333,5.898055,6.1,5.898055,6.1,5.99,"U.S. dollars per bushel"
2015-01-22,"Wheat","Three contract aggregate","CBOT KCBT MGE weighted",2015,5.349623,NA,NA,NA,2.94,NA,5.5,NA,NA,NA,NA,4.87,5.7,7.24,7.77,6.87,"2009-2013",6.603333,NA,5.349623,0.150377,NA,NA,2.56,5.5,5.7,7.24,7.77,6.87,"2009-2013",6.603333,5.349623,NA,5.349623,NA,4.89,"U.S. dollars per bushel"
2015-01-29,"Corn","Single contract","CBOT",2014,3.613139,3.65,"1/12/2015",NA,1.95,NA,3.7,NA,NA,NA,NA,4.06,3.55,5.18,6.22,6.89,"2008-2012",5.153333,NA,3.613139,0.086861,3.65,0.05,1.75,4.06,3.7,5.18,6.22,6.89,"2008-2012",5.153333,3.613139,3.65,3.613139,3.65,3.7,"U.S. dollars per bushel"
2015-01-29,"Corn","Single contract","CBOT",2015,3.841228,NA,NA,NA,1.95,NA,3.7,NA,NA,NA,NA,3.55,5.18,6.22,6.89,4.46,"2009-2013",5.286667,NA,3.841228,0,NA,NA,1.75,3.7,5.18,6.22,6.89,4.46,"2009-2013",5.286667,3.841228,NA,3.841228,NA,3.61,"U.S. dollars per bushel"
2015-01-29,"Corn","Single contract","CBOT",2016,3.932834,NA,NA,NA,1.95,NA,3.7,NA,NA,NA,NA,5.18,6.22,6.89,4.46,3.613139,"2010-2014",5.286667,NA,3.932834,0,NA,NA,1.75,5.18,6.22,6.89,4.46,3.7,"2010-2014",5.286667,3.932834,NA,3.932834,NA,3.36,"U.S. dollars per bushel"
2015-01-29,"Soybeans","Single contract","CBOT",2014,9.82963,10.2,"1/12/2015",NA,5,NA,8.4,NA,NA,NA,NA,9.97,9.59,11.3,12.5,14.4,"2008-2012",11.256667,NA,9.82963,0,10.2,0,3.4,9.97,9.59,8.4,8.4,8.4,"2008-2012",8.796667,9.82963,10.2,9.82963,10.2,10.1,"U.S. dollars per bushel"
2015-01-29,"Soybeans","Single contract","CBOT",2015,9.080768,NA,NA,NA,5,NA,8.4,NA,NA,NA,NA,9.59,11.3,12.5,14.4,13,"2009-2013",12.266667,NA,9.080768,0,NA,NA,3.4,9.59,8.4,8.4,8.4,8.4,"2009-2013",8.4,9.080768,NA,9.080768,NA,8.95,"U.S. dollars per bushel"
2015-01-29,"Soybeans","Single contract","CBOT",2016,9.058957,NA,NA,NA,5,NA,8.4,NA,NA,NA,NA,11.3,12.5,14.4,13,9.82963,"2010-2014",12.266667,NA,9.058957,0,NA,NA,3.4,8.4,8.4,8.4,8.4,9.82963,"2010-2014",8.4,9.058957,NA,9.058957,NA,9.47,"U.S. dollars per bushel"
2015-01-29,"Wheat","Single contract","CBOT",2014,5.900109,6.1,"1/12/2015",NA,2.94,NA,5.5,NA,NA,NA,NA,6.78,4.87,5.7,7.24,7.77,"2008-2012",6.573333,NA,5.900109,0,6.1,0,2.56,6.78,5.5,5.7,7.24,7.77,"2008-2012",6.573333,5.900109,6.1,5.900109,6.1,5.99,"U.S. dollars per bushel"
2015-01-29,"Wheat","Single contract","CBOT",2015,5.285803,NA,NA,NA,2.94,NA,5.5,NA,NA,NA,NA,4.87,5.7,7.24,7.77,6.87,"2009-2013",6.603333,NA,5.285803,0.214197,NA,NA,2.56,5.5,5.7,7.24,7.77,6.87,"2009-2013",6.603333,5.285803,NA,5.285803,NA,4.89,"U.S. dollars per bushel"
2015-01-29,"Wheat","Single contract","CBOT",2016,5.502588,NA,NA,NA,2.94,NA,5.5,NA,NA,NA,NA,5.7,7.24,7.77,6.87,5.900109,"2010-2014",6.670036,NA,5.502588,0,NA,NA,2.56,5.7,7.24,7.77,6.87,5.900109,"2010-2014",6.670036,5.502588,NA,5.502588,NA,3.89,"U.S. dollars per bushel"
2015-01-29,"Wheat","Three contract aggregate","CBOT KCBT MGE weighted",2014,5.841102,6.1,"1/12/2015",NA,2.94,NA,5.5,NA,NA,NA,NA,6.78,4.87,5.7,7.24,7.77,"2008-2012",6.573333,NA,5.841102,0,6.1,0,2.56,6.78,5.5,5.7,7.24,7.77,"2008-2012",6.573333,5.841102,6.1,5.841102,6.1,5.99,"U.S. dollars per bushel"
2015-01-29,"Wheat","Three contract aggregate","CBOT KCBT MGE weighted",2015,5.156896,NA,NA,NA,2.94,NA,5.5,NA,NA,NA,NA,4.87,5.7,7.24,7.77,6.87,"2009-2013",6.603333,NA,5.156896,0.343104,NA,NA,2.56,5.5,5.7,7.24,7.77,6.87,"2009-2013",6.603333,5.156896,NA,5.156896,NA,4.89,"U.S. dollars per bushel"
2015-02-05,"Corn","Single contract","CBOT",2014,3.692639,3.65,"1/12/2015",NA,1.95,NA,3.7,NA,NA,NA,NA,4.06,3.55,5.18,6.22,6.89,"2008-2012",5.153333,NA,3.692639,0.007361,3.65,0.05,1.75,4.06,3.7,5.18,6.22,6.89,"2008-2012",5.153333,3.692639,3.65,3.692639,3.65,3.7,"U.S. dollars per bushel"
2015-02-05,"Corn","Single contract","CBOT",2015,3.965698,NA,NA,NA,1.95,NA,3.7,NA,NA,NA,NA,3.55,5.18,6.22,6.89,4.46,"2009-2013",5.286667,NA,3.965698,0,NA,NA,1.75,3.7,5.18,6.22,6.89,4.46,"2009-2013",5.286667,3.965698,NA,3.965698,NA,3.61,"U.S. dollars per bushel"
2015-02-05,"Corn","Single contract","CBOT",2016,4.032605,NA,NA,NA,1.95,NA,3.7,NA,NA,NA,NA,5.18,6.22,6.89,4.46,3.692639,"2010-2014",5.286667,NA,4.032605,0,NA,NA,1.75,5.18,6.22,6.89,4.46,3.7,"2010-2014",5.286667,4.032605,NA,4.032605,NA,3.36,"U.S. dollars per bushel"
2015-02-05,"Soybeans","Single contract","CBOT",2014,9.900127,10.2,"1/12/2015",NA,5,NA,8.4,NA,NA,NA,NA,9.97,9.59,11.3,12.5,14.4,"2008-2012",11.256667,NA,9.900127,0,10.2,0,3.4,9.97,9.59,8.4,8.4,8.4,"2008-2012",8.796667,9.900127,10.2,9.900127,10.2,10.1,"U.S. dollars per bushel"
2015-02-05,"Soybeans","Single contract","CBOT",2015,9.213306,NA,NA,NA,5,NA,8.4,NA,NA,NA,NA,9.59,11.3,12.5,14.4,13,"2009-2013",12.266667,NA,9.213306,0,NA,NA,3.4,9.59,8.4,8.4,8.4,8.4,"2009-2013",8.4,9.213306,NA,9.213306,NA,8.95,"U.S. dollars per bushel"
2015-02-05,"Soybeans","Single contract","CBOT",2016,9.209929,NA,NA,NA,5,NA,8.4,NA,NA,NA,NA,11.3,12.5,14.4,13,9.900127,"2010-2014",12.266667,NA,9.209929,0,NA,NA,3.4,8.4,8.4,8.4,8.4,9.900127,"2010-2014",8.4,9.209929,NA,9.209929,NA,9.47,"U.S. dollars per bushel"
2015-02-05,"Wheat","Single contract","CBOT",2014,5.917377,6.1,"1/12/2015",NA,2.94,NA,5.5,NA,NA,NA,NA,6.78,4.87,5.7,7.24,7.77,"2008-2012",6.573333,NA,5.917377,0,6.1,0,2.56,6.78,5.5,5.7,7.24,7.77,"2008-2012",6.573333,5.917377,6.1,5.917377,6.1,5.99,"U.S. dollars per bushel"
2015-02-05,"Wheat","Single contract","CBOT",2015,5.398132,NA,NA,NA,2.94,NA,5.5,NA,NA,NA,NA,4.87,5.7,7.24,7.77,6.87,"2009-2013",6.603333,NA,5.398132,0.101868,NA,NA,2.56,5.5,5.7,7.24,7.77,6.87,"2009-2013",6.603333,5.398132,NA,5.398132,NA,4.89,"U.S. dollars per bushel"
2015-02-05,"Wheat","Single contract","CBOT",2016,5.636121,NA,NA,NA,2.94,NA,5.5,NA,NA,NA,NA,5.7,7.24,7.77,6.87,5.917377,"2010-2014",6.675792,NA,5.636121,0,NA,NA,2.56,5.7,7.24,7.77,6.87,5.917377,"2010-2014",6.675792,5.636121,NA,5.636121,NA,3.89,"U.S. dollars per bushel"
2015-02-05,"Wheat","Three contract aggregate","CBOT KCBT MGE weighted",2014,5.862829,6.1,"1/12/2015",NA,2.94,NA,5.5,NA,NA,NA,NA,6.78,4.87,5.7,7.24,7.77,"2008-2012",6.573333,NA,5.862829,0,6.1,0,2.56,6.78,5.5,5.7,7.24,7.77,"2008-2012",6.573333,5.862829,6.1,5.862829,6.1,5.99,"U.S. dollars per bushel"
2015-02-05,"Wheat","Three contract aggregate","CBOT KCBT MGE weighted",2015,5.29139,NA,NA,NA,2.94,NA,5.5,NA,NA,NA,NA,4.87,5.7,7.24,7.77,6.87,"2009-2013",6.603333,NA,5.29139,0.20861,NA,NA,2.56,5.5,5.7,7.24,7.77,6.87,"2009-2013",6.603333,5.29139,NA,5.29139,NA,4.89,"U.S. dollars per bushel"
2015-02-12,"Corn","Single contract","CBOT",2014,3.678416,3.65,"2/10/2015",NA,1.95,NA,3.7,NA,NA,NA,NA,4.06,3.55,5.18,6.22,6.89,"2008-2012",5.153333,NA,3.678416,0.021584,3.65,0.05,1.75,4.06,3.7,5.18,6.22,6.89,"2008-2012",5.153333,3.678416,3.65,3.678416,3.65,3.7,"U.S. dollars per bushel"
2015-02-12,"Corn","Single contract","CBOT",2015,3.940071,NA,NA,NA,1.95,NA,3.7,NA,NA,NA,NA,3.55,5.18,6.22,6.89,4.46,"2009-2013",5.286667,NA,3.940071,0,NA,NA,1.75,3.7,5.18,6.22,6.89,4.46,"2009-2013",5.286667,3.940071,NA,3.940071,NA,3.61,"U.S. dollars per bushel"
2015-02-12,"Corn","Single contract","CBOT",2016,4.024317,NA,NA,NA,1.95,NA,3.7,NA,NA,NA,NA,5.18,6.22,6.89,4.46,3.678416,"2010-2014",5.286667,NA,4.024317,0,NA,NA,1.75,5.18,6.22,6.89,4.46,3.7,"2010-2014",5.286667,4.024317,NA,4.024317,NA,3.36,"U.S. dollars per bushel"
2015-02-12,"Soybeans","Single contract","CBOT",2014,9.903328,10.2,"2/10/2015",NA,5,NA,8.4,NA,NA,NA,NA,9.97,9.59,11.3,12.5,14.4,"2008-2012",11.256667,NA,9.903328,0,10.2,0,3.4,9.97,9.59,8.4,8.4,8.4,"2008-2012",8.796667,9.903328,10.2,9.903328,10.2,10.1,"U.S. dollars per bushel"
2015-02-12,"Soybeans","Single contract","CBOT",2015,9.212723,NA,NA,NA,5,NA,8.4,NA,NA,NA,NA,9.59,11.3,12.5,14.4,13,"2009-2013",12.266667,NA,9.212723,0,NA,NA,3.4,9.59,8.4,8.4,8.4,8.4,"2009-2013",8.4,9.212723,NA,9.212723,NA,8.95,"U.S. dollars per bushel"
2015-02-12,"Soybeans","Single contract","CBOT",2016,9.176423,NA,NA,NA,5,NA,8.4,NA,NA,NA,NA,11.3,12.5,14.4,13,9.903328,"2010-2014",12.266667,NA,9.176423,0,NA,NA,3.4,8.4,8.4,8.4,8.4,9.903328,"2010-2014",8.4,9.176423,NA,9.176423,NA,9.47,"U.S. dollars per bushel"
2015-02-12,"Wheat","Single contract","CBOT",2014,5.900604,6,"2/10/2015",NA,2.94,NA,5.5,NA,NA,NA,NA,6.78,4.87,5.7,7.24,7.77,"2008-2012",6.573333,NA,5.900604,0,6,0,2.56,6.78,5.5,5.7,7.24,7.77,"2008-2012",6.573333,5.900604,6,5.900604,6,5.99,"U.S. dollars per bushel"
2015-02-12,"Wheat","Single contract","CBOT",2015,5.342413,NA,NA,NA,2.94,NA,5.5,NA,NA,NA,NA,4.87,5.7,7.24,7.77,6.87,"2009-2013",6.603333,NA,5.342413,0.157587,NA,NA,2.56,5.5,5.7,7.24,7.77,6.87,"2009-2013",6.603333,5.342413,NA,5.342413,NA,4.89,"U.S. dollars per bushel"
2015-02-12,"Wheat","Single contract","CBOT",2016,5.648005,NA,NA,NA,2.94,NA,5.5,NA,NA,NA,NA,5.7,7.24,7.77,6.87,5.900604,"2010-2014",6.670201,NA,5.648005,0,NA,NA,2.56,5.7,7.24,7.77,6.87,5.900604,"2010-2014",6.670201,5.648005,NA,5.648005,NA,3.89,"U.S. dollars per bushel"
2015-02-12,"Wheat","Three contract aggregate","CBOT KCBT MGE weighted",2014,5.841091,6,"2/10/2015",NA,2.94,NA,5.5,NA,NA,NA,NA,6.78,4.87,5.7,7.24,7.77,"2008-2012",6.573333,NA,5.841091,0,6,0,2.56,6.78,5.5,5.7,7.24,7.77,"2008-2012",6.573333,5.841091,6,5.841091,6,5.99,"U.S. dollars per bushel"
2015-02-12,"Wheat","Three contract aggregate","CBOT KCBT MGE weighted",2015,5.198795,NA,NA,NA,2.94,NA,5.5,NA,NA,NA,NA,4.87,5.7,7.24,7.77,6.87,"2009-2013",6.603333,NA,5.198795,0.301205,NA,NA,2.56,5.5,5.7,7.24,7.77,6.87,"2009-2013",6.603333,5.198795,NA,5.198795,NA,4.89,"U.S. dollars per bushel"
2015-02-19,"Corn","Single contract","CBOT",2014,3.719539,3.65,"2/10/2015",NA,1.95,NA,3.7,NA,NA,NA,NA,4.06,3.55,5.18,6.22,6.89,"2008-2012",5.153333,NA,3.719539,0,3.65,0.05,1.75,4.06,3.7,5.18,6.22,6.89,"2008-2012",5.153333,3.719539,3.65,3.719539,3.65,3.7,"U.S. dollars per bushel"
2015-02-19,"Corn","Single contract","CBOT",2015,4.010982,NA,NA,NA,1.95,NA,3.7,NA,NA,NA,NA,3.55,5.18,6.22,6.89,4.46,"2009-2013",5.286667,NA,4.010982,0,NA,NA,1.75,3.7,5.18,6.22,6.89,4.46,"2009-2013",5.286667,4.010982,NA,4.010982,NA,3.61,"U.S. dollars per bushel"
2015-02-19,"Corn","Single contract","CBOT",2016,4.075409,NA,NA,NA,1.95,NA,3.7,NA,NA,NA,NA,5.18,6.22,6.89,4.46,3.719539,"2010-2014",5.286667,NA,4.075409,0,NA,NA,1.75,5.18,6.22,6.89,4.46,3.719539,"2010-2014",5.286667,4.075409,NA,4.075409,NA,3.36,"U.S. dollars per bushel"
2015-02-19,"Soybeans","Single contract","CBOT",2014,10.013774,10.2,"2/10/2015",NA,5,NA,8.4,NA,NA,NA,NA,9.97,9.59,11.3,12.5,14.4,"2008-2012",11.256667,NA,10.013774,0,10.2,0,3.4,9.97,9.59,8.4,8.4,8.4,"2008-2012",8.796667,10.013774,10.2,10.013774,10.2,10.1,"U.S. dollars per bushel"
2015-02-19,"Soybeans","Single contract","CBOT",2015,9.429751,NA,NA,NA,5,NA,8.4,NA,NA,NA,NA,9.59,11.3,12.5,14.4,13,"2009-2013",12.266667,NA,9.429751,0,NA,NA,3.4,9.59,8.4,8.4,8.4,8.4,"2009-2013",8.4,9.429751,NA,9.429751,NA,8.95,"U.S. dollars per bushel"
2015-02-19,"Soybeans","Single contract","CBOT",2016,9.392689,NA,NA,NA,5,NA,8.4,NA,NA,NA,NA,11.3,12.5,14.4,13,10.013774,"2010-2014",12.266667,NA,9.392689,0,NA,NA,3.4,8.4,8.4,8.4,8.4,8.4,"2010-2014",8.4,9.392689,NA,9.392689,NA,9.47,"U.S. dollars per bushel"
2015-02-19,"Wheat","Single contract","CBOT",2014,5.908583,6,"2/10/2015",NA,2.94,NA,5.5,NA,NA,NA,NA,6.78,4.87,5.7,7.24,7.77,"2008-2012",6.573333,NA,5.908583,0,6,0,2.56,6.78,5.5,5.7,7.24,7.77,"2008-2012",6.573333,5.908583,6,5.908583,6,5.99,"U.S. dollars per bushel"
2015-02-19,"Wheat","Single contract","CBOT",2015,5.330739,NA,NA,NA,2.94,NA,5.5,NA,NA,NA,NA,4.87,5.7,7.24,7.77,6.87,"2009-2013",6.603333,NA,5.330739,0.169261,NA,NA,2.56,5.5,5.7,7.24,7.77,6.87,"2009-2013",6.603333,5.330739,NA,5.330739,NA,4.89,"U.S. dollars per bushel"
2015-02-19,"Wheat","Single contract","CBOT",2016,5.606085,NA,NA,NA,2.94,NA,5.5,NA,NA,NA,NA,5.7,7.24,7.77,6.87,5.908583,"2010-2014",6.672861,NA,5.606085,0,NA,NA,2.56,5.7,7.24,7.77,6.87,5.908583,"2010-2014",6.672861,5.606085,NA,5.606085,NA,3.89,"U.S. dollars per bushel"
2015-02-19,"Wheat","Three contract aggregate","CBOT KCBT MGE weighted",2014,5.833594,6,"2/10/2015",NA,2.94,NA,5.5,NA,NA,NA,NA,6.78,4.87,5.7,7.24,7.77,"2008-2012",6.573333,NA,5.833594,0,6,0,2.56,6.78,5.5,5.7,7.24,7.77,"2008-2012",6.573333,5.833594,6,5.833594,6,5.99,"U.S. dollars per bushel"
2015-02-19,"Wheat","Three contract aggregate","CBOT KCBT MGE weighted",2015,5.179443,NA,NA,NA,2.94,NA,5.5,NA,NA,NA,NA,4.87,5.7,7.24,7.77,6.87,"2009-2013",6.603333,NA,5.179443,0.320557,NA,NA,2.56,5.5,5.7,7.24,7.77,6.87,"2009-2013",6.603333,5.179443,NA,5.179443,NA,4.89,"U.S. dollars per bushel"
2015-02-26,"Corn","Single contract","CBOT",2014,3.665513,3.65,"2/10/2015",NA,1.95,NA,3.7,NA,NA,NA,NA,4.06,3.55,5.18,6.22,6.89,"2008-2012",5.153333,NA,3.665513,0.034487,3.65,0.05,1.75,4.06,3.7,5.18,6.22,6.89,"2008-2012",5.153333,3.665513,3.65,3.665513,3.65,3.7,"U.S. dollars per bushel"
2015-02-26,"Corn","Single contract","CBOT",2015,3.951352,NA,NA,NA,1.95,NA,3.7,NA,NA,NA,NA,3.55,5.18,6.22,6.89,4.46,"2009-2013",5.286667,NA,3.951352,0,NA,NA,1.75,3.7,5.18,6.22,6.89,4.46,"2009-2013",5.286667,3.951352,NA,3.951352,NA,3.61,"U.S. dollars per bushel"
2015-02-26,"Corn","Single contract","CBOT",2016,4.043673,NA,NA,NA,1.95,NA,3.7,NA,NA,NA,NA,5.18,6.22,6.89,4.46,3.665513,"2010-2014",5.286667,NA,4.043673,0,NA,NA,1.75,5.18,6.22,6.89,4.46,3.7,"2010-2014",5.286667,4.043673,NA,4.043673,NA,3.36,"U.S. dollars per bushel"
2015-02-26,"Soybeans","Single contract","CBOT",2014,10.086742,10.2,"2/10/2015",NA,5,NA,8.4,NA,NA,NA,NA,9.97,9.59,11.3,12.5,14.4,"2008-2012",11.256667,NA,10.086742,0,10.2,0,3.4,9.97,9.59,8.4,8.4,8.4,"2008-2012",8.796667,10.086742,10.2,10.086742,10.2,10.1,"U.S. dollars per bushel"
2015-02-26,"Soybeans","Single contract","CBOT",2015,9.533238,NA,NA,NA,5,NA,8.4,NA,NA,NA,NA,9.59,11.3,12.5,14.4,13,"2009-2013",12.266667,NA,9.533238,0,NA,NA,3.4,9.59,8.4,8.4,8.4,8.4,"2009-2013",8.4,9.533238,NA,9.533238,NA,8.95,"U.S. dollars per bushel"
2015-02-26,"Soybeans","Single contract","CBOT",2016,9.418368,NA,NA,NA,5,NA,8.4,NA,NA,NA,NA,11.3,12.5,14.4,13,10.086742,"2010-2014",12.266667,NA,9.418368,0,NA,NA,3.4,8.4,8.4,8.4,8.4,8.4,"2010-2014",8.4,9.418368,NA,9.418368,NA,9.47,"U.S. dollars per bushel"
2015-02-26,"Wheat","Single contract","CBOT",2014,5.849271,6,"2/10/2015",NA,2.94,NA,5.5,NA,NA,NA,NA,6.78,4.87,5.7,7.24,7.77,"2008-2012",6.573333,NA,5.849271,0,6,0,2.56,6.78,5.5,5.7,7.24,7.77,"2008-2012",6.573333,5.849271,6,5.849271,6,5.99,"U.S. dollars per bushel"
2015-02-26,"Wheat","Single contract","CBOT",2015,5.187118,NA,NA,NA,2.94,NA,5.5,NA,NA,NA,NA,4.87,5.7,7.24,7.77,6.87,"2009-2013",6.603333,NA,5.187118,0.312882,NA,NA,2.56,5.5,5.7,7.24,7.77,6.87,"2009-2013",6.603333,5.187118,NA,5.187118,NA,4.89,"U.S. dollars per bushel"
2015-02-26,"Wheat","Single contract","CBOT",2016,5.520579,NA,NA,NA,2.94,NA,5.5,NA,NA,NA,NA,5.7,7.24,7.77,6.87,5.849271,"2010-2014",6.65309,NA,5.520579,0,NA,NA,2.56,5.7,7.24,7.77,6.87,5.849271,"2010-2014",6.65309,5.520579,NA,5.520579,NA,3.89,"U.S. dollars per bushel"
2015-02-26,"Wheat","Three contract aggregate","CBOT KCBT MGE weighted",2014,5.782266,6,"2/10/2015",NA,2.94,NA,5.5,NA,NA,NA,NA,6.78,4.87,5.7,7.24,7.77,"2008-2012",6.573333,NA,5.782266,0,6,0,2.56,6.78,5.5,5.7,7.24,7.77,"2008-2012",6.573333,5.782266,6,5.782266,6,5.99,"U.S. dollars per bushel"
2015-02-26,"Wheat","Three contract aggregate","CBOT KCBT MGE weighted",2015,5.055372,NA,NA,NA,2.94,NA,5.5,NA,NA,NA,NA,4.87,5.7,7.24,7.77,6.87,"2009-2013",6.603333,NA,5.055372,0.444628,NA,NA,2.56,5.5,5.7,7.24,7.77,6.87,"2009-2013",6.603333,5.055372,NA,5.055372,NA,4.89,"U.S. dollars per bushel"
2015-03-05,"Corn","Single contract","CBOT",2014,3.726403,3.65,"2/10/2015",NA,1.95,NA,3.7,NA,NA,NA,NA,4.06,3.55,5.18,6.22,6.89,"2008-2012",5.153333,NA,3.726403,0,3.65,0.05,1.75,4.06,3.7,5.18,6.22,6.89,"2008-2012",5.153333,3.726403,3.65,3.726403,3.65,3.7,"U.S. dollars per bushel"
2015-03-05,"Corn","Single contract","CBOT",2015,3.957038,NA,NA,NA,1.95,NA,3.7,NA,NA,NA,NA,3.55,5.18,6.22,6.89,4.46,"2009-2013",5.286667,NA,3.957038,0,NA,NA,1.75,3.7,5.18,6.22,6.89,4.46,"2009-2013",5.286667,3.957038,NA,3.957038,NA,3.61,"U.S. dollars per bushel"
2015-03-05,"Corn","Single contract","CBOT",2016,4.03091,NA,NA,NA,1.95,NA,3.7,NA,NA,NA,NA,5.18,6.22,6.89,4.46,3.726403,"2010-2014",5.286667,NA,4.03091,0,NA,NA,1.75,5.18,6.22,6.89,4.46,3.726403,"2010-2014",5.286667,4.03091,NA,4.03091,NA,3.36,"U.S. dollars per bushel"
2015-03-05,"Soybeans","Single contract","CBOT",2014,10.044244,10.2,"2/10/2015",NA,5,NA,8.4,NA,NA,NA,NA,9.97,9.59,11.3,12.5,14.4,"2008-2012",11.256667,NA,10.044244,0,10.2,0,3.4,9.97,9.59,8.4,8.4,8.4,"2008-2012",8.796667,10.044244,10.2,10.044244,10.2,10.1,"U.S. dollars per bushel"
2015-03-05,"Soybeans","Single contract","CBOT",2015,9.207268,NA,NA,NA,5,NA,8.4,NA,NA,NA,NA,9.59,11.3,12.5,14.4,13,"2009-2013",12.266667,NA,9.207268,0,NA,NA,3.4,9.59,8.4,8.4,8.4,8.4,"2009-2013",8.4,9.207268,NA,9.207268,NA,8.95,"U.S. dollars per bushel"
2015-03-05,"Soybeans","Single contract","CBOT",2016,9.173415,NA,NA,NA,5,NA,8.4,NA,NA,NA,NA,11.3,12.5,14.4,13,10.044244,"2010-2014",12.266667,NA,9.173415,0,NA,NA,3.4,8.4,8.4,8.4,8.4,8.4,"2010-2014",8.4,9.173415,NA,9.173415,NA,9.47,"U.S. dollars per bushel"
